,text
3416,백신패스 들어오고나서 볼링장에 오는 손님들 여러명 와도 한명이 2차 안맞으면 이용이 아예 안됨... 하...
3417,"지난 1일부터 단계적 일상 회복(위드 코로나) 1단계 조치 시행으로 식당과 술집의 영업이 24시간 가능해졌다. 이에 따라 심야 시간대 '택시 대란'도 다시 반복되고 있다.
#위드코로나 #택시 #대란
https://t.co/IHn0LQRNHz"
3418,(백신 패스 생각 못했을 때) 플미를 준다면 얼마까지 가능할 것인가 가늠해보다가 엓오라면 음 따따따블까지는 (안그럴거에요)
3419,"[경북다경뉴스] 포항 크루즈, 위드 코로나 시대를 맞이하는 관광 산업 https://t.co/FHiGmlusND"
3420,이제 백신패스로 팝콘도 가능인데 정작 볼 영화가 없어
3421,"제주 위드코로나 확진자 급증해도 걱정 덜한 이유…""중증 0명"" https://t.co/FfGnfBAoMp"
3422,단계적 일상회복이라기엔 아르코에 버스커들 또 기어나왔는뎁슈
3423,미쳤다...단계적 일상회복 기념으로 영화티켓 천원이래...미쳤어...이건 봐야돼...
3424,단계적 일상회복의 실패 아닌지………………
3425,@37010315a 왜 위드코로나 염려하고 두려워하던 사람들이 확진되고 격리되고 하는 상황이 오는지 ㅎㅎ정작 잘 싸돌아 다니던 사람들은 신경도 안쓰는데 말이죠 ㅠ
3426,"오늘 꼭 알아야 할 정책📘
#오늘정책 #단계적일상회복

​단계적 일상회복 전환으로 
달라진 방역대응 개편 방안!

역학조사 효율화, 집단검사 역량강화,
국가별 방역상황 분류체계 개편까지
꼭 알아야 하는 방역대응 개편 방안,
오늘정책이 알기 쉽게 알려드려요!

https://t.co/QJ8HKiEOwC"
3427,위드코로나 시행으로 제주 #항공권 요금이 올랐네요 #제주여행 #제주항공권 #위드코로나 https://t.co/jRtwIwMmSO
3428,"★코로나19 단계적 일상회복 1차 개편 (11.1.~ )
※사회적 거리두기 6주(4주 운영, 2주 평가) 간격으로 3차례 완화 조치 https://t.co/KrrNE9pu9q"
3429,@nynyzzz 저 맨션 보니깐 위드 코로나 실감나네. ㅋㅋㅋㅋ
3430,위드코로나 ㅇㅈㄹ할 때부터 알아봤다 https://t.co/SibgbsW0et
3431,"@y900_105s 그치ㅜㅜ 위드코로나 없어질수도,,, kf하구가야게따"
3432,"엔시티 콘서트 네오시티  중콘 
플로어 F3 양도

아이디 옮기기 못해드리고 백신패스도 xx 
배송지 변경만 해드려요 티켓값 포함 제시
입장 못하셔도 환불 안해드려요 
‘배송지변경’만 해드립니다"
3433,"위드코로나 시대, 축산물 유통 시장 키워드..고객맞춤·빠른배송·간편식…동물복지·친환경도 https://t.co/gqUdF0YgCN"
3434,"&lt;백신 패스를 반대합니다.
국민서명운동&gt;

https://t.co/hmlVeLR00F"
3435,"11월 23일 08시 (11월 22일 00시 기준),
대한민국의 코로나바이러스 현황

[오늘 사망자] 24 명
[재원 위중증] 515 명
[신규 입원자] 592 명
[오늘 확진자] 2,827 명

#위드_코로나 #단계적_일상회복
#코로나바이러스감염증 #국내확진자"
3436,@haechan06060323 우웅ㅇ 지금은 괜찮아지기도 햇도 위드코로나땜에 더늦기전에 맞앗다ㅏㅏ
3437,위드코로나 안되겠는데...ㅠ_ㅠ
3438,그.. 14일부터 위드 코로나 시작하면 백신 미접종자는 어디 들어갈려면 2일에 한번 코로나 검사 받아야 된다던데..... 괴담인가
3439,이제 위드코로나라서 상관없나 다 소리지르시넹
3440,마음먹고 헬스장 등록하러 갔더니 백신패스 도입되었다고 한다. 바깥공기 마시며 밖에서 운동해야지. 상쾌하고 얼마나 좋아...
3441,"신세계 센텀시티
8층 골드문트
코로나블루, 일상의 스트레스에
지친 나를 위해, 가족을 위해,
부모님을 위해 힐링을 주는
인테리어 오디오를 선물해주세요
단계적 일상회복 필수템
Muso for Bentley Special Edition,
Muso Wood Edition, Muso 2nd,
Muso QB 2nd
https://t.co/L58t05rvqb https://t.co/ihLEq4OHiW"
3442,"그니까 이시국 콘서트 위해
건강해야하고.
2차접종꼭마쳐야하고
운도있어야하고
운있어서내이름티켓잇어야하고
백신패스필요하고
지금 플미양도가 문제가 아니여..."
3443,"'위드 코로나'에 소비심리 3개월째 개선…주택가격전망 9p↓

https://t.co/vSPBKoEvev 

방역 정책이 '위드 코로나'(단계적 일상회복)로 바뀌면서 소비자들의 체감 경기가 3개월 연속 개선됐습니다."
3444,"@luver_webNovel 헉 백신패스•• 간지네요 !!
월요일날 2차 맞구 꼬옥 시도해 보께요🥺❤️‍🔥"
3445,@yonhaptweet 위드코로나 접고 백신에 대한 맹신도 버려야 할 듯. 지금은 개인 위생에 집중해야할 때. 조만간 대면 행사 올스톱 예상.
3446,'위드 코로나'에도..혼수 가전·명품 인기는 '여전' | 다음뉴스 https://t.co/FspVPzGDqz
3447,"코로나 확진자가 계속 증가세. 거리두기 완화 얘기나올때 어떤 전문가가 그랬지. 방역을 정치로 이용하면 안되고, 국민은 국가가 하는 방역을 믿어야 위드코로나가 잘 진행될 거라고. 안타깝지만 한국 정치 수준이 딱 그래서 이 일은 어느정도 예견된 일이 아닐까 싶음. 다들 개인방비열심히하시길"
3448,"오늘 국민과 대통령이 만나 소통하는 시간은 국민과 정부가 합심해 코로나를 이겨내고 단계적 일상회복으로 한발 나아갔기에 가능했던 소중한 자리였습니다.

지난 4년반 문재인 정부 국정운영의 성과와 부족했던 점을 진솔하게  평가하고, 국민이 만든 높아진 국격의 위상을 논하는 자리였습니다."
3449,"대구경찰, 위드코로나 속 음주운전 집중단속 https://t.co/dlSkq6HYLT"
3450,"좋아요💙👍👍
[속보] 文대통령 “단계적 일상회복 들어가게 돼 기뻐” (출처 : 헤럴드경제 | 네이버 뉴스) https://t.co/GW3aBLJvy7"
3451,최악 치닫는 위드 코로나…'입원 대기 중 사망' 5주간 38명 (출처 : JTBC | 네이버 뉴스) https://t.co/7l4c3HubkN
3452,"......위드 코로나 된지 얼마만이지..?
소상공인들 죽어가는 소리 들린다.. https://t.co/FK0ZMTPchW"
3453,그르니까 구지 백신패스 안했으면 그냥 운동이나 하고 조신하게 지냈을껄 하는 생각이 =.= 말해 무엇
3454,@silvy_cloud 위드 코로나 어쩌구 하면서 풀려서… 아니어도 나눠서 하고&amp;호프집 갈 때 즈음에는 사람 좀 빠질 것 같아서..! ㅎㅎ ㅠㅠ 오케이 이따 날짜 투표할 때 언급 괜찮을까..!
3455,아니 위드코로나 이게 맞음? ㅋㅋㅋㅋㅅㅂ 우리 4단계 할때도 확진짜 안내려갔는데 우리 위드코로나 하고 ㄹㅈㄷ 찍는데 이게 맞냐고… 지금 이시국에 대면이 맞아?
3456,"""위드 코로나를 말하지만 이미 코로나19 한복판에서 일과 삶이 무너진 이들을 외면한 채 일상 회복은 어떻게 가능하다는 말일까?"" https://t.co/6HTCRj4OTf"
3457,"인구가 많으니까 확진도 많이된다는 소리는 제발 안 보였으면 좋겠다.

그거 알면 더 조심을 해야지 단계적 일상회복이 마스크 벗고 거리두기 그만하라는 얘기는 아니잖아. https://t.co/ySRyxzHXBH"
3458,@cha_momil_le 영화를하루에한번해주는데 백신패스관에서 해주는영화어때... 그래서 엉엉울어버리는 유후깅
3459,"민군이 생일 목 진짜 좋은 것 같다
.
로투킹이후 첫 생일(거리두기격상전)
ㅇㄷ전 두번째 생일(위드코로나)
ㅈㅇ후 첫 생일.. (감사합니다)"
3460,"[위드 코로나19]코로나19 속 수능 시험 보는 날 (출처 : 남쪽아씨의.. | 블로그) https://t.co/kwbXnOkrIi
#위드코로나 #코로나19 #수능"
3461,"11/28(일) 
15:10 백신패스 회차

*백신패스 회차의 경우 백신 접종 완료자(2차 접종 후 14일 경과 후) 48시간 내 PCR 음성확인서를 발급받은 고객에 한해 입장이 가능합니다."
3462,@PAM_XIAN_TREE 백신패스만 있으면 입장 가능하대~~
3463,"11월 17일 21시 (11월 17일 00시 기준),
대한민국의 코로나바이러스 현황

[오늘 사망자] 21 명
[재원 위중증] 522 명
[신규 입원자] 449 명
[오늘 확진자] 3,187 명

#위드_코로나 #단계적_일상회복
#코로나바이러스감염증 #국내확진자"
3464,@yonhaptweet 위드코로나하니까 신나서 사람만나고 회식하고 이러니까 늘어나는게 당연지사임 ㅋㅋ 안티백서들이 이걸 백신 무용론으로 끌어다쓰는게 문제지만
3465,@hubuu3134 위드코로나 중단하고 학교는 비대면 수업 해야한다생각합니다.
3466,@weareDRIPPIN @ppeutihys 윤성이도 푹 잘 잤지~? 위드코로나 계기로 해외에서도 공연하고 윤성이랑 드리핀 위상이 널리 알려지기를 바래~^
3467,당장 백신패스 전석오픈도 가는 상황에 어디가...
3468,"위드코로나에 오히려 신규확진자, 사망자, 중증환자 수가 다 늘어나고 있다. 전문가들이 말하는 대책이라는 것도 우습다. 백신정책 한계란다. 그럼 치료제는 믿을 수 있나? 의료인력 확충? 의료인력은 전문 인력인데 단기간 확충이 쉽지 않다. 역학조사 강화? 이미 수천명대 신규확진자가 매일 나온다"
3469,"@chang301411 위드 코로나는 아직 위험하다 했는데...
그것도 맞아떨어진..."
3470,"연일 확진 신기록에 서울시 초비상…하루새 재택치료 562명 급증 https://t.co/Dd1286watg 

단계적 거리두기(위드 코로나) 시행 이후 서울의 신종 코로나바이러스 감염증(코로나19) 신규 확진자 수가 다시 폭증세를 보여 서울시에 비상이 걸렸습니다."
3471,"교육부와 시도교육청은
전면등교 이후에도 학교방역을 지속해서 지원하고, 
코로나19 장기화로 인한 교육결손을 해소하며
학부모님들의 돌봄 부담 완화를 위해 
'교육분야 단계적 일상회복' 방안이 
안정적으로 안착될 수 있도록 
면밀히 점검해나가겠습니다.

#교육부 #일상 #교육청 #전면등교 https://t.co/EfZAH655o2"
3472,요즘 세상 조아졋다고 느낀거... 민증 두고왓는데 술마시려니 민증검사 해서 어... 혹시 백신 그걸로 인증해도 되나요? 생년월일 다나오는데...햇더니 그걸로 확인하고 패스해쥼...
3473,"@mas__twt 위드코로나라 낮에는 될까싶었는데 아직도 병실 못가는군 ㅜ 고생많어,,,,ㅠㅠㅠ 스발 그래도 거기까지갔는데 간호사나 인포에 물어보구 가자 ㅠㅠ"
3474,"근데 솔직히
위드코로나 안했어도 확진자 존나 나왔을듯
근데 백신패스는 반대긔…
지병때매 무서워서 못맞는애들은 어쩌라고"
3475,카페 왔는데 4인 1인 4인 4인 자리 있어서 젤 오른쪽 4인 자리 앉았는데 1인 자리 가서 앉으라고 가맹점 사장님이 뭐라뭐라 했음...내가 지금 자리 앉은 이유가 4인 가득 1인 4인 가득 이렇게 바글바글해서 일부러 그런건데 아무리 위드 코로나여도 종식은 아니자낭
3476,"그래좀변경해라시발
우리 학교에서 확진자가 나와도 그반빼고 전체 정상등교를 햇다고 위드코로나머시기 그 또라이새끼때매 ㅇㅇ https://t.co/tcCZS1fd4a"
3477,단계적 일상회복 1단계 방역수칙 개편과 다중이용시설 https://t.co/3F5gtf8gi0
3478,나빼고 다들 위드코로나 지대로 즐기네 https://t.co/wvMNAJPO5m
3479,"위드 코로나 대응, 경북 경산에서 글로벌 문화관광 전략 모색 #소상공인연합신문  -&gt; 자세히보기https://t.co/44RZ246UXo https://t.co/77Ing41KnE"
3480,"★코로나19 단계적 일상회복 1차 개편 (11.1.~ )
※사회적 거리두기 6주(4주 운영, 2주 평가) 간격으로 3차례 완화 조치 https://t.co/R7Hj7BUV3f"
3481,"11월 21일 06시 (11월 20일 00시 기준),
대한민국의 코로나바이러스 현황

[오늘 사망자] 29 명
[재원 위중증] 508 명
[신규 입원자] 650 명
[오늘 확진자] 3,212 명

#위드_코로나 #단계적_일상회복
#코로나바이러스감염증 #국내확진자"
3482,2021년도 얼마남지 않았습니다.  위드 코로나를 시작한지 20일 정도 지나가고 있지만  일일 신규 확진자는 3천명대고 위중증환자도 5백명정도이니 코로나상황이 심각한 것 같습니다. 개인 방역을 잘 하고 환절기에 건강관리 잘 하시기 바랍니다.
3483,위드 코로나? 전면 등교?
3484,"아 으르신들 마스크 안 쓰고 다니셔서
위드 코로나가 아니라
코로나 종식된 줄 알았잖아;;"
3485,"공동체 문화 1번지 완주군, ‘위드 코로나 시대’ 안착 선도하다  사회적경제 289개, 협동조합 전국 군 단위 1위 등 공동체 기반 튼튼아파트 공동체 등도 주민화합 등 단계적 일상회복 중추적 역할 기대감 [시사타임즈... https://t.co/ehTIoH4gdV"
3486,"저정도가 접종을 했으니 확 늘어도 괜찮은건데, 어린이와 청소년 집단은 못맞은 사람이 압도적이니 확 퍼지겠지? 에효 모르는 백신 맞으라고 강요하긴 뭐하고. 
백신패스도 방역풀기위한 조치이니 어쩔수 없이 못 맞는 사람들이 좀 서운해도 어쩔수 없지만 좀 그렇기도 하고 
아오 코로나 좀 죽어라"
3487,"[PD수첩 예고] ‘위드코로나’ 2부-백신 그 후, 신뢰의 균열 - 11월 23일 화요일 밤 10시 30분 방송

https://t.co/dBGpCJDHjQ

#PD수첩 #예고 #위드코로나 #단계적일상회복 #코로나 #백신"
3488,단계적 일상 회복이라고 바로 회식하는 회사 예의 없다
3489,"11월 24일 20시 (11월 24일 00시 기준),
대한민국의 코로나바이러스 현황

[오늘 사망자] 34 명
[재원 위중증] 586 명
[신규 입원자] 660 명
[오늘 확진자] 4,115 명

#위드_코로나 #단계적_일상회복
#코로나바이러스감염증 #국내확진자"
3490,"내 몸은 내 맘대로 하는 주의인데 가족 눈치인지 국가 눈치인지 코로나 눈치인지 모르겠는데 내가 갔던 노래방을 간지가 한참 됨.. 백신패스고 뭐고 그딴 거 도입하지마 그냥 감염되면 그건 지 책임이고 자가격리도 시키지 마라
치료제 먹고 중증환자는 병원가서 치료하면 되는건데 굳이 뭘 그렇게"
3491,"위드 코로나여도 마스크는 항상 나 처럼✌

#섹트 #오프 #건오 https://t.co/9C0seeFNSH"
3492,"확진자 7천명까지 나올거란 소리가 있던데,,
이미친K-방역이고지랄이고위드코로나는 무슨 우리 다죽게생겼다시발진짜 좆같은나라 아오 초심좀"
3493,위드코로나 했다가 확진자 좀 많아지면 에그긍 중단할게요ㅠㅠ!! 이러고 좀 잠잠해지면 짜잔~! 우리 다시 위드코로나해요~❤ 이럴거임? 시팔 그러면 끝나겠냐? https://t.co/DihUe68XIR
3494,백신패스관이라 팝콘먹는사람들도 있고 진짜 영화관 온 기분난다
3495,"11월 14일 11시 (11월 14일 00시 기준),
대한민국의 코로나바이러스 현황

[오늘 사망자] 20 명
[재원 위중증] 483 명
[신규 입원자] 465 명
[오늘 확진자] 2,419 명

#위드_코로나 #단계적_일상회복
#코로나바이러스감염증 #국내확진자"
3496,고척돔 시야 개에바이긴 한데....거리두기 땜에 수용인원 줄어드는 것 땜에 한거 아닐까 하는 생각이 들어 위드코로나라고 따닥 따닥 붙어있게 하진 않을거 아녀...
3497,걍 위드코로나 안하면 안돼?
3498,"[산청군청] 11월 24일 11시기준 확진자 1명(산청77번, 76번확진자접촉)발생 
▲ 단계적 일상회복을 위한 코로나 예방접종에 참여바랍니다.
#산청군청 2021/11/24 11:09:26 #재난문자"
3499,@vjeyeonv 요즘 위드코로나라.. 백신만 있으면 거의 제한 없는 수준 아닌가요.?
3500,"제주에너지공사, 위드 코로나 대비 ‘음주문화 개선 캠페인’ 개최 https://t.co/oemFv87IHW"
3501,‘위드 코로나’ 한 달도 못가나… 일상회복 중단 여부 내일 발표 (출처 : 조선비즈 | 네이버 뉴스) https://t.co/vOImR2mwuK
3502,"대구시, 단계적 일상회복 이행 위한 코로나19 추가 접종 기간 단축  / 브레이크뉴스  https://t.co/vtAYbvFeNt"
3503,백신패스관이 따로있다고 왜 말을 안해주냐
3504,@beastwoman4 위드코로나 하고 이제 슬슬 오를때 됐네요
3505,레베카 전석오픈이엇어 백신패스 헐 신기해(?
3506,백신기피자 아님 백신패스 생겨서 학교일정 고려한다음에 오늘 맞은거임 잔여백신 떠서 걍 맞음 아무렇지도 않음 https://t.co/ZJ4kXul1DK
3507,"📢 #코로나19 #경북 관리 현황 알림(11. 17. 0시 기준)

➡경북 총 확진자 10,404명(전일대비 +26명 발생)

[위드코로나 일상회복 1단계(11.1~)]
✔다중이용시설 24시간 영업 가능(유흥시설 제외*)
*인구 10만명 이하 12개 군 예외
✔사적모임 접종여부 상관없이 12명까지 허용 https://t.co/mC0ZnqxeEd"
3508,하긴 백신패스관이니 어쩌니 해도 뭘 믿고 내 마스크를 내린단 말인가.. 음식 줘도 안 먹는다
3509,"@HbCHt8B8IrYvA5b 어이구~도데체 대굴박안에  뭐가들었길래
남국이나  이런 가s나 는 어떻게 생각까지
하는지 정말큰일이구나?
뒈질때까지  저지랄떨다 뒈질텐데?
이노무 가s나 야  정부에서 위드코로나
하면서 방역엔 신경도안쓰고
데모날듯하니 마지못해  대책없이
풀어놔서 확진자만 늘어나고 병실부족까지"
3510,"[얀센백신 접종자, 추가접종 안내]

코로나19 돌파감염을 방지하고
단계적 일상회복의 토대가 될 수 있도록
얀센 백신 접종자 분들은
코로나19 백신 추가접종을 받으세요.

▶자세히보기
https://t.co/vEagf8Oqgy https://t.co/CLbPIj4s8R"
3511,"‘위드 코로나’ 속 수능이 끝났지만 코로나는 끝나지 않았습니다. 청소년 집단감염이 확산하고 있고 감염경로를 파악하지 못하는 사례도 늘고 있습니다. 수시 논술전형 대학별고사를 앞두고 있어 수능 이후가 더 걱정입니다. 
https://t.co/mdU5st6OM7"
3512,@yonhaptweet 위드코로나(with-corona) = 백신접종 과 방역준칙 포기와 크게 다를 바 없는 섣부른 외국표방정책. 문정부의 의료대란 조작 목전.
3513,"@wood_stock55 ㅋㅋㅋㅋㅋㅋㅋ
ㅋ
ㅋ
ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ제일심한 오씨엥 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ이제 백신패스도 생긴마당에 영화라도 제작좀해줬으면 좋겟네요"
3514,"GS건설의 좀 특이한 공연을 취재했습니다. 저런 공연이 얼마만인가? ‘위드 코로나’ 실감나네요~ 

https://t.co/iUiYTc04o0"
3515,"11월 20일 16시 (11월 20일 00시 기준),
대한민국의 코로나바이러스 현황

[오늘 사망자] 29 명
[재원 위중증] 508 명
[신규 입원자] 650 명
[오늘 확진자] 3,212 명

#위드_코로나 #단계적_일상회복
#코로나바이러스감염증 #국내확진자"
3516,"˙위드 코로나˙ 대비, 코로나19로 놓친 감염 질환 예방 서둘러야 (출처 : 서울경제 | 네이버 뉴스) https://t.co/GkI081ZTGI"
3517,위드 코로나 위드 코로나 하더니 진짜로 위드 코로나 됐네...
3518,@rabbit_wiwi 와아 저도 목욕탕 못 간지 1년 넘은 듯...ㅠㅠ 맨날 집에서 때밀구...ㅠㅠㅠㅠㅠ 백신패스라니! 드디어 뜨신 물에 몸을 삶을 때가 왔는가..
3519,@_0_hedgehog @FishHR3 @Ins_yan_commu @1232323_ 지금도 안되나?? 지금 위드코로나 한다고 백신 맞은 사람들 모이는 거 ㅇㅋ 아니ㅁ?
3520,아니 나요 백신 안 맞았는데 다른데 풀릴 곳도 다 백신패스관리면 어캄...? ㅅㅂ
3521,"위드코로나쿠폰 + 조조할인하니 
영화 한표에 4천원

cgv도 롯시도 없던 동네 영화관시절 생각난다

https://t.co/nb2gLFpA9t

#조조할인 #장르만로맨스"
3522,"11월 20일 07시 (11월 19일 00시 기준),
대한민국의 코로나바이러스 현황

[오늘 사망자] 28 명
[재원 위중증] 499 명
[신규 입원자] 573 명
[오늘 확진자] 3,034 명

#위드_코로나 #단계적_일상회복
#코로나바이러스감염증 #국내확진자"
3523,"@abmallang 미친 난몰랐어 반금알았어
친구한테 야 5인이상 어쩌고하다가 우리위드코로나잖아...이말들음"
3524,"코로나 걸렸다 완치되면 '백신 패스' 주자 확진자 되려 '파티' 가는 유럽인들

#유럽 #유럽인 #백신패스 #코로나 #코로나완치 

https://t.co/1OxvkNDoqW"
3525,오늘 출근도 점심시간도 꽉꽉채워진 사람들을 보며 위드코로나 실감했다. 점심도 도시락 배달시켜 먹곤했는데 30분 웨이팅라니…
3526,"[위드코로나] 위드코로나는 허상 - 독일확진~6만5천, 방역해제로 확진자늘면 입원자도 늘기 마련 (SBS news linked) https://t.co/houRGlWREa"
3527,"코로나 초기에는 백신을 위해서 열심히 기도하더니, 백신이 나오니까 부작용이 없게 해달라고 기도한다. 그래도 끝나지 않으니까 위드 코로나라도 해서 빨리 교회생활 회복하는 것이 기도제목이 되었다. 교회생활 회복해도 #회개 안하면 다 지옥간다. 우리에게 주어진 회개의 기회 이제 얼마 안남았다. https://t.co/WShfgXuZTs"
3528,정부가 위드코로나(단계적 일상회복)을 중단하고 종전의 사회적 거리두기로 돌아갈지 여부 등 여러 방역대책을 검토한 뒤 오는 26일 발표한다. https://t.co/iXCbPyET5x
3529,"확진자 4천이라고?

위드코로나가 다같이 코로나걸려서 살아가자는거였나"
3530,"오늘 회사에 확진자 2명 나왔어
근데 위드 코로나 핑계대며 재택을 안 시켜?
이 씹쌔끼들아"
3531,정부는 23일 현재의 신종 코로나바이러스 감염증(코로나19) 유행 상황이 계속 엄중해지면 단계적 일상회복 추진을 일시 중단하는 '비상계획'을 포함한 방역 조치 강화 방안을 논의하겠다고 밝혔습니다. https://t.co/NxmeObMxK5
3532,@niruu1234 꼴랑 두어달 좀 더 남은건데...위드코로나 이후 일본은 아예 확진자를 안세는듯해요. 11월 중순 신규확진자가 100명대. 미친거죠 인구가 2배가 넘는데 최소6~7천명은 나와야 정상인데..누가봐도 뻥인것 같은 상황을 믿고 올까싶긴해요. 절대 일본에 안갔음 좋겠어요 넘 위험해서...
3533,아니 이거 백신패스 고소해야됨
3534,"★코로나19 단계적 일상회복 1차 개편 (11.1.~ )
※사회적 거리두기 6주(4주 운영, 2주 평가) 간격으로 3차례 완화 조치 https://t.co/AEWgxtv57u"
3535,"‘위드 코로나’ 시대, 법정에서도 위로받을 수 있을까 https://t.co/dmAMXUlDFB
지난 1년8개월, 시민들은 각자 어려움을 감수하며 감염병 사태를 극복하기 위해 노력해왔다. 당신과 나 그리고 우리에게는 채찍보다 위로와 격려가 필요하다."
3536,아 알아서 해 위드코로나라매
3537,"📢 #코로나19 #경북 관리 현황 알림(11. 25. 0시 기준)

➡경북 총 확진자 10,818명(전일대비 +98명 발생)

[위드코로나 일상회복 1단계(11.1~)]
✔다중이용시설 24시간 영업 가능(유흥시설 제외*)
*인구 10만명 이하 12개 군 예외
✔사적모임 접종여부 상관없이 12명까지 허용 https://t.co/5WMe9rmZXF"
3538,"올해 크리스마스, '백신패스' 덕분에 산타 할아버지 격리 없이 찾아온다

#백신패스 #크리스마스 #산타할아버지 #산타 

https://t.co/9oZgdbHw9a"
3539,"위드 코로나 위드 알코올 위드 턱스크
윗아웃 개념 앤드 본업에 대한 조심성
#뷔극기 #VFlag https://t.co/MooyYmRhAn"
3540,아싸 위드코로나때 팬파티가서 꿀만 호로롭 머거따
3541,빙연아... 빙연놈... 아니 빙연님 우리 진짜 제발 직관 하면 안 될까 종합 목동으로 옮기고 백신패스해서 거리두기 하자 제발요.............
3542,"#일상회복지원금
금정구는 단계적 일상회복(위드 코로나)을 맞아
생활 안정을 유도하고
지역 경제를 활성화하기 위해

전 구민에 '일상회복지원금'을
지급하기로 하였습니다.

자세한 사항은 금정구 공식 인스타그램을 참고해주세요.
https://t.co/ToQCVO7f5y https://t.co/A5akipqhHC"
3543,듄 상영 시간표 보니까 원하는 시간대에 백신패스 아닌 관에서 못 보게 생겨가지고 2D 재관람은 포기했슴... 아맥만 기다려...
3544,위드코로나 3주째 확진-사망 최다…하루 이상 ‘병상대기’도 804명 (출처 : 동아일보 | 네이버 뉴스) https://t.co/1iXjKDjRys
3545,유럽은 긴장감 돌고 분위기 살벌하네. 오스트리아 재봉쇄 네덜란드 벨기에 격렬 시위. 한국은... 백신도 백신패스도 다 스무스하게 잘 받아들임. 왜지?
3546,"11월 20일 23시 (11월 20일 00시 기준),
대한민국의 코로나바이러스 현황

[오늘 사망자] 29 명
[재원 위중증] 508 명
[신규 입원자] 650 명
[오늘 확진자] 3,212 명

#위드_코로나 #단계적_일상회복
#코로나바이러스감염증 #국내확진자"
3547,"좀 기분이 복잡했음. 미안할 일도 아니고, 근데 키오스크가 노인들 배려 안하는 것 맞는지라 괜찮다고 했지. 표 받으시고 고맙다고 하셔서 괜찮다고 계속 말함. 그리고 팝콘 드시고 싶으셨는지(백신패스관) 그 팝콘 주문 기계 앞에서 어물쩡 계시다가 직원이 뭐 도와드릴까요? 하니까 반가워하시면서"
3548,@mk_dohwi 위드 코로나 들어가고 휴가통제 풀렸나보네
3549,한국과도 이만 거리두기를 끝내줬음 좋겐다 위드코로나 한국도 하고잇거든
3550,"긴급 멈춤 지랄🤬
워딩 만들 생각 말고 일이나 제대로 해라!!!
몸보신 하는 공무원 새끼들도 책임질 준비 하고 썅!!!

위드 코로나 대위기…정부 '긴급 멈춤' 검토
 https://t.co/pckzAJ3jKs"
3551,@Always_Mina1002 아무리 위드코로나라고 해도 너무 많이 나오는데..
3552,하 위드코로나됐다고 친척들 오지마
3553,"제 가변석 지켜줘요 제발
제발 위드코로나 끝내도 12월에 끝내줘ㅠㅠ"
3554,"함평군, ‘2021 대한민국 국향대전’ 위드 코로나 시대 성공개최 첫 작품 
https://t.co/SRTiuG1ukB"
3555,"#BBC뉴스 #세계뉴스 (2021-11-22)
유럽 백신 패스 등 규제 반대 시위 거세져 https://t.co/AR3qeFKWoW

유럽 전역에서 신종 코로나바이러스 감염증(코로나19) 규제 조치에 반대하는 시위가 거세지고 있다."
3556,빈 곳 안 보이는 병상… 멀어지는 ‘위드코로나’ 2단계 [뉴스+] https://t.co/lRAuZ6AIkf
3557,아 백신 패스관이라 옆자리가 남아있었구나? 나는 할인티켓 따로 있는 걸로 먼저 예매했고 엄마가 볼만한 영화인 것 같아서 물어보고 오늘 결제 한 건데 옆자리 비어있어서 예매.
3558,위드 코로나 훈풍? 연말 성과급 지급 기업 7년 내 ‘최고’ https://t.co/aCrH4CiS9v
3559,"★코메디냐?
★국민협박,통제 짓거리냐?
1)백신 접종/비접종과 전파는 아무 인과관계 없음.
2)술집,음식점은 되고 운동은 왜 안되지?(굶어죽지만 말라고?)
3)백신접종으로 돌아가신분들 보상은 없고?
4)백신접종은 높은데 확진자는 왜 늘어나냐?
5)패스자 안전할것같애? 👎🏻

https://t.co/Wn80fwVrrM"
3560,위드코로나라서 통행제한도 없고 모임제한도 없고
3561,와 4천명이면 다시 위드코로나에서 조금 규제해야하는거아니야??ㅋㅋㅋㅋㅋ
3562,휴 오늘 예쁜 곳 가서 맛있는거 먹었네. 위드코로나 하면서 이제야 겨우 일년만에 친구들과 조우. https://t.co/rSZkKAkohY
3563,"11월 16일 10시 (11월 16일 00시 기준),
대한민국의 코로나바이러스 현황

[오늘 사망자] 22 명
[재원 위중증] 495 명
[신규 입원자] 463 명
[오늘 확진자] 2,125 명

#위드_코로나 #단계적_일상회복
#코로나바이러스감염증 #국내확진자"
3564,아 개빡친다.... 내일 귀칼보러가기로햇든데... 백신패스관 밖에 없어서 못봄... 심장 찢어지기 직전
3565,근데 위드코로나가 천만명 걸리게 해서 면연력을 높이는 어쩌고저쩌고라고 그거라며•••
3566,"""양극화는 우리를 이 위기에서 벗어나게 하지 못할 것""

네덜란드, 거센 정치적 반발에 미접종 대상 '백신 패스' 계획 철회"
3567,&lt;하와이/여행정보/위드코로나&gt;하와이 여행시 필요한 서류 및 변경사항 https://t.co/kGEQebuNX5
3568,백신패스관은 확인을 해야한다구요 님아!!!!! 씨발 니가 2차를 맞았는데 2주가 안지나면 다 빠꾸 된다고요!!! 개시발 정신머리 없는새끼야!!!!! 2차맞음! 이딴 스티커 하나로 내가 어케 해주냐고 씨발 아 빡쳐
